NUMLINK,ResourceID,Description,Description_Type
419686,419686,"February 29th, 1884, construction ""coming on satisfactorily"" with the holder tank almost ready and holder being erected. Debentures worth £12,500 issued to cover the costs of the new works. The new gasworks were described in the Weekly Mail of the 21st of June 1884, “These works at Crindau have now made such progress as to permit of the foundation stone being laid, and this ceremony took place just after noon on Tuesday, the stone being laid by Mr. Thomas Gratrex, chairman of the board of directors. The first section of the new gasworks at Crindau consists of retort house, 147ft. long inside, by 65ft in width. Adjoining and parallel with it is the coal store, of same length, and 40ft. wide. The nature of the sloping ground which has been excavated for these buildings has been here taken advantage of for the construction of the sidings which will stand immediately above the coal store, running on the natural level of the side land, and will thus enable the coal to be discharged by means of shoots direct into the coal store with very little labour. There will be two stacks of retorts, containing in all 144 mouth pieces. For the present only one of these stacks will be erected, and the other will be erected as the demand for gas requires it. The condensers, which will be of wrought iron, scrubbers, washers, and tar tank will be erected in proportion with the capacity of the retort house just described. These have not yet been commenced but will be put in hand very shortly. The purifying house is 147ft. in length and 62ft. wide. There will be six purifiers 20ft. square each, four for oxide and two for lime. The building for engine-house will be 82ft. long by 40ft. in width, and boiler-house 40ft. by 35ft. The meter and governor-house follow these buildings. The diameter of the gas holder tank is 120ft., and its depth from top of coping to paving of tank bottom is 25ft 7in. The holder will hold 500,000ft. of gas when filled. The holder is a strong construction and, to meet the exigencies of a somewhat exposed situation, the framing consists of fourteen cast-iron columns with two rows of neat wrought iron lattice girders. The mains laid into town are 24in. in diameter. The whole of the buildings will be in red brick with blue facings, excepting key stones, sills, and coping, which will be of Forest stone. The roofs will be of wrought iron. Space has been left for the erection of another retort-house, as also space for two additional gasholders. Should these be found necessary the works would be in a position to turn out about 1,750,000 cubic feet of gas per 24 hours. The works are being erected to the designs and under the superintendence of Mr. Canning, engineer to the company. The contractors for the building are Messrs. Henry Hilton and Son, of Birmingham, and for the iron roofs Messrs. Willey and Co., Exeter. The gas holder is being erected by Messrs. Pigott. of Birmingham, and the tank by Messrs. White and Co., Evesham. The foundation stone was laid in the purifying house, where a platform and awning had been erected.”.  An advert by Biggs, Wall & Co from 1906 for manual charging machines (stop-ended horizontal retorts) says a repeat order was supplied to Newport. An urgent need for economy in municipal affairs was stressed by Mr. J. H. Canning, Junior Vice-President of the Institution of Gas Engineers and engineer and manager of the Newport (Mon.) Gas Company in 1930. Coke oven gas from Bedwas was first received on 10th December 1935 through a 12"" high pressure main which ended at the inlet to purifiers at Crindau. Gas manufacture ended except for the CWG plants at Crindau, which were kept for peak load use. In 1949 arrangements were in hand to take a bulk supply from Pontypool.  Vested in the Wales Gas Board from the Newport (Monmouth) Gas Company.  In 1952 the “Gas World Year Book”, showed that Newport was manufacturing 50 m cu.ft. of gas using CWG plant and purchasing 1,152m cu.ft. of coke oven gas. J.F. Rust was the engineer and manager. The site was Used by British Gas up until the 1990's the complex was demolished, and a supermarket was built on the site in 2010. The gasworks were visible on the 1900 to 1995 OS maps.",English Description
415736,415736,"The Cardiff Times from the 10th of July 1869 reported on the construction of the Caerleon gasworks “LAYING THE FOUNDATION STONE OF CAERLEON GAS WORKS. — Monday was quite a gala. day in the ancient city of Caerleon, in honour of the laying of the foundation stone of the new gas works, lately started under very favourable auspices by some of the principal residents of the town. The stone was laid by Miss Llewellin, the daughter of Mr. Llewellin, late mayor of Newport. A large number of persons were present to witness the ceremony, and the evening was kept in true holiday style. The engineer of the works is Mr. T. D. Steele, of Newport, who has successfully carried out similar works in other parts of the country.”. This is a later date than that proposed for their construction by George Bower of St. Neots (1863). Operated as the  Caerleon Gas Company Ltd. In 1883, M. M. Cope was Chairman. T. Dyne Steel, C.E., Engineer (as at Cwmbran) and F. Grant, Secretary, it had a Capital of £3,000. In June 1884, there were rumours that the Company would amalgamate with Newport were reported in the Gas & Waterworks Review. The Newport Gas Bill of 1886 included a clause to extend the limits of the company's supply, it enables them to purchase lands by agreement, to purchase the undertaking of the  Caerleon  Gas Company, and to raise additional capital to the amount of £72,000, with borrowing powers to the extent of £ 18,000.  (South Wales Echo 28th  January 1886). In 1898 The manager and secretary were Mr J. Flemming, the works carbonised 400 tons of coal, but the amount of gas produced was not stated. In 1899-1900 the Newport Gas Company attempted to take over the Caerleon gasworks, this was a hostile takeover, not wanted by Caerleon. At this time A Williams Esq was the chairman of the Caerleon Gas Company. In 1901, Thomas Canning prepared a report for the Newport (Mon.) Gas Company entitled “Report on Gas Supply to Caerleon”. This report mentioned that the Caerleon Gas Company would pass into the hands of the Newport Gas Company on the 31st of March 1902. The Purchase of the works being agreed at £2,800 with £100 already paid. The report also discusses the various schemes of providing gas to Caerleon and the problems encountered. He recommended that two potential routes could be adopted for building a pipeline from the Crindau Gasworks in Newport to Caerleon. The Act of 1902 empowered the Newport Gas Company to purchase the Caerleon Gas Company, the takeover occurred on the 25th of March 1902 (from the Newport (Mon gas Company 1843-1943).  From the minute on the 11th of April 1902 that the gasworks at Caerleon were visited and were found to be in a very bad and depreciated condition, it was requested that an inventory of the plant be drawn up and offered for sale. An Extraordinary general meeting of the members of the Caerleon Gas Company (Limited), recently held at Caerleon. It was resolved and duly confirmed that the company be wound up voluntarily Evening Express 15th March 1902). 25th March 1902 Conveyance Caerleon Gas Company Ltd its Liquidation to Newport (Mon) gas Company. The governor at Caerleon was found to be defective, so Newport ordered a new governor for the gasworks from J&J Braddock. Circa July 15th, 1902, there was an explosion within the Caerleon gas network as a Mr Simms had claimed for damages from the explosion. The gasworks closed in 1902 and a specification for 11 tons of old iron was prepared from the Caerleon gasworks, the engineer was requested to invite tenders for sale by 15th of October. 6 tenders were received for the old iron at the Caerleon gasworks. The gasworks were visible on the 1882 to 1964 OS maps.",English Description
415525,415525,"Monmouth was lit was gas in 1829 as described in the Cambrian on the 8th of August 1829 “ We understand that the Monmouth Gas Works have been completed, under the management of Mr. Charles Hollis, Civil Engineer, of London, and that preparations are making for lighting the town on the 20th inst.; the arrangement of the works has given great satisfaction, and we have no doubt the undertaking will meet with suitable encouragement, and that other neighbouring towns not already lighted, will embrace the opportunity of so decided an improvement afforded by gas light.” Charles Hollis put the Monmouth gasworks up for sales in March 1830, is it was a long way from his home in London, they were purchased by another unnamed resident of Monmouth (Monmouthshire Merlin 3rd April 1830).  The Monmouth Gas & Water Co. was formed in 1840. A Provisional Order was obtained by Monmouth Gas & Water Works Co. Ltd. in 1873. The company had a capital of £11,780 in 1883, T. J. Baker was the Chairman and Thomas Brace was the Manager and Secretary. Annual gas production in 1927 was 24m cu.ft. of 500cv gas from 1,962 tons of coal, there were two gasholders, 70,000 cu.ft. and 30,000 cu.ft., G. H. Powell was Chairman, H. Matterface was the Engineer, Manager & Secretary. On the 11th October 1931, a new Drakes Vertical Retort gas making plant started operation, carbonising 14.5 tons of coal per day. The ownership of the company passed to the Severn Valley Gas Corporation in the 1930’s. In 1949 New gasmaking plant was on order, but it was cancelled by Wales Gas Board. In 1952 the “Gas World Year Book”, showed that Monmouth was manufacturing 55 m cu.ft. of gas using vertical retorts. A.E. Pask was the engineer, manager, and secretary. A Supergrid connection was made to Monmouth in 1968. The 1969 OS Map still showed that gasholders were present. The gasworks were visible on the 1881 to 1969 OS maps.",English Description
408195,408195,"The Llangollen Gas Co. Ltd. was formed in 1853. Its gasworks in Regent Street backing onto the river Dee. The office was in Queen Street and Robert Jones, then of Wolverhampton, was Engineer to the undertaking. Edward Humphreys was Secretary and Manager to the company when he died in 1868. In 1871 the company applied for the Llangollen Gas Company Provisional Order. From at least 1875 to 1883 Samuel Hughes was Manager, he was also recorded as secretary in 1877. By 1886 John Roberts was the manager. In 1881 the company had a Capital of £4,807, Lt-Col. Charles John Tottenham was the Chairman and S. Hughes the Secretary. Lt-Col. Charles John Tottenham was one of the Llangollen Gas Company’s founders. In 1895, Harvey Birch was Secretary according to Kelly’s Directory. In 1898 Fred Sear was engineer/manager and H. Birch was the Secretary, the company was making 6.3m cu.ft. of gas from 700 tons of coal. In 1949 the annual gas production was 17m cu.ft.. Vested in the Wales Gas Board from the Llangollen Gas Company Ltd. In 1952 the “Gas World Year Book”, showed that Llangollen was manufacturing 19 m cu.ft. of gas using horizontal retorts. K. A. Mann was the manager. The gasworks ceased production in March 1954, after which it was used as a gasholder station.  The gasworks were visible on the 1874 to 1977 OS maps. Records relating to the Llangollen Gas company are held at the Denbighshire Archives Reference GB 209 DD/DM/151.",English Description
401850,401850,"The gasworks site was squeezed between the A55 road and the railway on low, level ground east of the town. The gas company in Penmaenmawr was formed in 1874. In 1881 Robert Dempster was the owner and J. Forbes the manager. A Provisional Order was promoted by Robert Dempster 'of Penmaenmawr' in 1887. Robert Dempster was Proprietor of the works in Lower Conway Road in 1895, the gasworks it was still referred to as the Dwygyfylchi Gas Works. The company was acquired by the Holyhead & N. Wales Gas & Water Corporation Ltd. for £9,000 in 1896. In 1898 J. Gabham was the engineer/ manager and E. Owen the Secretary, they made 3.2mcu.ft. of gas from 370 tons of coal.  Negotiations took place 1906 with the Urban District Council, who wished to purchase, but who found the (inflated) price too high to proceed. The County Council agreed in 1934 to a gas main being laid on Pen-y-Clip Hill between Penmaenmawr and Llanfairfechan. This was completed In by January 1936, presumably with the intention of supplying both towns from the Penmaenmawr works. Annual gas production in 1949 was 45.7m cu.ft., of which 15.7m cu.ft. were supplied in bulk to Llanfairfechan. The gasworks were vested in the Wales Gas Board from the Holyhead and North Wales Gas and Water Corporation Ltd Penmaenmawr Undertaking. In 1952 the “Gas World Year Book”, showed that Penmaenmawr gasworks were manufacturing 50 m cu.ft. of gas using horizontal retorts. H.J. Stanley was the engineer and manager. The Penmaenmawr gasworks closed in December 1955 following a supply of gas from the North Wales Gas Grid. Gasworks wall is masonry faced concrete buttress retaining wall with a timber piled toe. (K.A. Andrews 16/11/2004). The gasworks were visible on the 1887 to 1994 OS maps.",English Description
34134,34134,"In 1911, a coke oven and a by-product plant were erected, these produced gas as a by-product, which was similar to that produced at gasworks. From the 1930’s the Blaenavon coke ovens provided a public gas supply to the local area. By 1949 The Blaenavon coke ovens had partially failed and were closed, with no further gas supply provided. ",English Description
33595,33595,"The gas company in Ruthin was formed in 1850. By 1851 a report letter to the Journal of Gas Lighting, explained the town had been lit by Stephen Whites patent gas plant, this was an early form of water gas and not a coal gas plant. It was signed by the Chairman F. R. West M.P and the rest of the committee. This may have been a different site to the Market Street site, as the original land purchased by the Ruthin Gas Company was in Wern-fechan, with additional land described as a strip of land from the Gas House to the Market Place, and another to Wern Road. In 1871, the company purchased land on the south side of Market Street from Richard H. Burman. 1871 is the date quoted by Jones and Reeves for the construction of the gasworks.  In 1872 the Ruthin Gas Company's Act. Was passed which would have given the company statutory powers. In Robert G. Joyce was the Chairman and David Jones, the Manager and Secretary. The Ruthin Gas Order of 1936 enabled the British Gas Light Company to purchase the gas company, and they substantially rebuilt the works. In 1936, the gasworks consisted of two settings of 6 D shaped stop ended horizontal retorts. It has two annular condensers, a Livesey Washer, and a Tower Scrubber. There were two deep box purifiers and a single catch box purifier. There were two gasholders, a single lift column guided gasholder of 9000 cu.ft. and a three-lift spiral guided gasholder with a capacity of 40,000 cu.ft.. In 1949 the annual gas production was 22,900,000 cu.ft. of gas. On Nationalisation the company which owned the gasworks, was the British Gas Light Company Ltd, who were vested in the Eastern Gas Board. It was agreed however that the Ruthin company would be transferred to the Wales Gas Board. In 1952 the “Gas World Year Book”, showed that Ruthin gasworks was manufacturing 24 m cu.ft. of gas using horizontal plant. H. Maycock was the engineer and manager. The gasworks ceased production in 1958 on receiving a supply of gas from the North Wales Grid. The site was maintained as a holder station. A single spiral guided gasholder remained until the 1980, when it was demolished.  The gasworks were visible on the 1874 to 1992 OS maps.",English Description
33594,33594,"The Royal Assent was given to Llanelly Gas Light Bill in June 1835. The Llanelly Gas Light Company was formed in the same year. “To Iron-Masters, Iron-Founders, and others. THE COMMITTEE of the LLANELLY GAS LIGHT COMPANY will hold a MEETING, on FRIDAY, the 28th Instant, at the TOWHALL, LLANELLY, for the purpose of opening and considering Tenders of Contract for supplying Pipes, Castings, and Ironworks, for a GASOMETER, now erecting at Llanelly, and fitting up the same. All Tenders must be delivered, sealed, before nine o'clock in the morning of Friday, the 28th instant, to the Clerk of the said Company, at whose Office specifications of the work required are deposited, and may be inspected. FRED. L. BROWN, Clerk to the said Company. Llanelly, 18th August 1835.” (The Welshman 21st August 1835).  Some gas plant was supplied by Neath Abbey Ironworks; (undated) drawings are held by the West Glamorgan Archive Service (ref: GB216DDNAI/2/28/hub). The gasworks was at the end of the mile long Nevill Druce private railway, running northeast from the dock area. The following advert suggest that some alterations had been made and new plant installed at the gasworks. “MR. F. G. GOUGH has been instructed by the Llanelly Gas Light Company to SELL by PUBLIC AUCTION, at the Llanelly Gas Works, on WEDNESDAY, 16th  February, 1876, a large quantity of GAS WORKS PLANT, OLD IRON, &c., comprising two good iron boats (about 27 feet long), four smaller ditto (about 24 feet long), four circular purifiers (6 feet diameter and 4 feet deep), two smaller ditto, four cast- iron gas holder columns; one centre valve; also about 80 tons of old wrought and cast iron, which will be sold in lots of about 5 tons each. Sale to commence at Two p.m. punctually. Terms—prompt cash. 11, Murray-street, Llanelly” (South Wales Daily News 16th February 1876). In 1883 The Llanelly Gas Light Company, had authorised capital of £50,000, in 1881 it had made 32m cu.ft. 14 cp gas from 3600 tons of coal. (The Cardiff Times 20th January 1883). Mr. Frank Vivian replaced Mr A. G. Browning as manager in January 1892. The Llanelly Gaslight Company issued £2000 of new shares to pay for extensions to the gasworks in August 1897, the December of the same year Mr. A. R. Crawley was appointed the gas manager. There was a gas workers strike in September 1898, it was resolved about a week later following a meeting of the directors, manager and Mr Thorne, the Secretary of the Gas Workers Union. In 1898 the Engineer, Manager and Secretary was A. R. Crawley, and the gasworks were producing 65m cu.ft. from 7000 tons of coal, the company had a capital £57,320.  The council proposed the acquisition of the gasworks in 1899. An accident in April 1907 at the gasworks killed two workers (William Henry Thomas and David James), who were repairing a cellar beneath the retort house, both were poisoned by the coal gas. Mr. Thomas Acland was manager of the Llanelly Gasworks and president of the Wales and Monmouthshire District Institute of Gas Engineers and Managers in 1908. In 1913 the annual gas production was 99.2m cu.ft. of 15cp gas from 8,642 tons of coal, and 71.5 tons of sulphate of ammonia was manufactured, Joseph Williams was the Chairman and Harold Barker the Manager & Secretary. In the 1930’s the company came under the control of the United Kingdom Gas Corporation.  An installation of Eight Glover-West continuous vertical retorts was put to work in May 1935, they were 'Type E' retorts with a capacity 720,000 cu.ft./day.  Vested in the Wales Gas Board from the Llanelly Gaslight Company. In 1952 the “Gas World Year Book”, showed that Llanelli was manufacturing 405 m cu.ft. of gas using vertical retort and CWG plant. A. Pickard was the engineer, manager, and secretary. The gasworks closed in 1956 but retained as gasholder station. The gasworks were visible on the 1978 to 1992 OS maps. Records of the company are held at the West Glamorgan Archive Service.",English Description
33592,33592,"This is where the output of the Llanberis (Padarn) slate quarries was transhipped to vessels or to the L&NW Railway. A gas works with two holders was built on the corner of the sea wall, southwest of the dock, presumably to help extend the hours during which transhipment could take place. Whether the many terraced houses were also supplied is not known, nor whether the main road (Bangor Street, later the A487) was ever lighted by gas. The gas works appears identically on the Ordnance Surveys of 1888 and 1899 but the 1913 revision does not show the gasholders. (Either the gas supply had been discontinued or the sheet was censored because of wartime publication). A single Chimney made from sawn blocks of slate survives on the site on a road called Hen Gei Llechi, Cadw Listed building refer to the chimney as the Gasworks Chimney which is listed and still stands. The gasworks were visible on the 1888 to 1959 OS maps.",English Description
33590,33590,"Gasholder present South of the original gasworks, west of Old Station Road on the 1924 OS map. This site became the location of a new gasworks. There was a reference from July 1946 which referenced a ""New Works Site"", 11a conveyed to O. R. Jones. In 1949 the annual gas productions at that time, were Holyhead - 102 m cu.ft.. Vested in the Wales Gas Board from the Holyhead and North Wales Gas and Water Corporation Ltd, Holyhead Undertaking. In 1952 the “Gas World Year Book”, showed that Holyhead was manufacturing 100 m cu.ft. of gas using vertical retorts. A.I. Jones was the manager. The plan of the gasworks in from 1953 showed the gasworks to consist of a retort house (vertical), Scrubber house, purifiers, exhauster house, boiler house, mess room, meter, and booster house, benzole house, test room laboratory and condensers. By 1953 the ""old gas works"" site contained only offices and a governor house. By 1961 the site had been used for a Service Centre, the station governors being at the works further south.  The gasworks were visible on the 1923 to 1995 OS maps.",English Description
309650,309650,"The Gas Company was established in 1824 and was promoted in part by the Mayor of Newport a Mr William Brewer Esq. The Mill Street site was secured and on the 4th of March 1825, Mr. Breillat of Bristol, was superintend the entire work of reconstruction for the lump sum of £100.  Ten public lights and were kept lit with gas from 29th September 1825 for one year.  Gas Lighting appears to have been ?rst introduced in Newport was 11th November 1825. Mr William Morgan was the first engineer to the company. Mr. J. Morgan, one of the proprietors, and the conducting manager of the gasworks at Newport in 1826. A Town Hall meeting was called in 1844, due to the poor quality and high price of gas (Monmouthshire Merlin 20th January 1844). In 1843 a Special Act was passed to incorporate the Newport Gas Company, which had a Capital of £9000 split into 360 shares and powers to raise additional capital of £6000. NEWPORT GAS WORKS —In addition to the ten gas ovens at these works, the company are erecting three others, which will enable the contractor to supply a sufficiency of gas for the demands of this rising town. Other improvements at these works are in progression, under the vigilant and experienced eye of one of the proprietors, - a gentleman to whom the town is much indebted” (Monmouthshire Merlin 3rd August 1850). THE NEWPORT GAS WORKS. - A new gasometer has been added to these works, capable of containing sixty thousand cubic feet of gas, which, in addition to the forty thousand in the old gasometer, will be more than sufficient for the present demand, which does not exceed 50,000 feet per day, it will not be found too large when the town of Newport has increased to its anticipated extent. The NEW gasometer Was constructed by Mr. Vicary, of Exeter, and the work proceeded under the superintendence of Mr. Bryan, the secretary of the company. The process of filling with water has been going on during the week, and the gasometer will be in full operation in a few days (Monmouthshire Merlin 5th May 1854). In 1857 considerable extensions of plant were put in hand including a new retort house and a new gasholder and tank, while at the same time considerable extensions of mains were carried out. At this period the Manager’s house was built.  Mr. Joseph Brian was manager of the Newport Gas Works in 1858, the same year a new gasholder was brought into use. In December 1872, there was a gas leak in the purifying house from one of the purifiers, which was ignited, the explosion injuring 11 people “South Wales Daily News 6th December 1872). In 1877 the manager of the gasworks was Thomas Canning. There was another explosion in the purifier house in December 1878. In 1883 The Newport (Mon) Gas Company, had authorised share capital of £90,000, in 1881 it had made 119m cu.ft. 15 cp gas from 13,185 tons of coal. (The Cardiff Times 20th January 1883). In 1883 the Capital was £65,000 and Thomas Gratrex, Chairman, Thomas Canning the Engineer and Edward F. Marfleet the Secretary.  Vested in the Wales Gas Board from the Newport (Monmouth) Gas Company. The Mill Street gasworks was replaced by the Crindua gasworks. The gasworks were visible on the 1882 to 1973 OS maps.",English Description
308241,308241,"The works at Grangetown were opened in 1863, when the population of Cardiff was approximately 33,000. “The new Gasworks are now in working operation and seem to be constructed with an eye to economy, convenience, and all the modern appliances and improvements” reported the Cardiff Times from March 10th, 1865.  The Grangetown gasworks were marked on the 1880 OS maps and town plans, they had two gasholders at this time. The gasworks were being extended in 1869 according to a report in the Cardiff Times from the 4th September 1869. In 1893 a stage-floor horizontal retort house was built, with 21 regenerative settings of eight D twenty-foot throughs. Benches and ironwork by R&J Dempster Ltd. ""The number of retorts did not justify mechanisation"". A railway incline led into the coal stores on either side; discharge was also to both sides. ""Another demonstration of the facility with which shipping may be dealt with at Penarth Dock took place recently when a steamer arrived with a cargo of 1,495 tons of gas coal for the Cardiff Gas Company. She entered the dock at 1 p.m. and the work of discharging was commenced immediately. The vessel was afterwards placed under the new tips in the basin. While here she took on board 2,070 tons of coal, the whole process of unloading and loading being completed in only 17.5 hours"". (Coal Merchant and Shipper 12/4/1902) In 1907	the 1893 retort house was extended and fully mechanised by John Aird & Sons, Wests (conveyors and compressed air charging/discharging machines and capstans) and Drakes (retort benches). A further 14 settings of eights were built by Drakes, making 560 mouthpieces in a building 427 feet by 68 feet wide. South end boarded for future extension. Conveyors took coke to a 400-ton overhead hopper intended primarily for the rapid loading of railway wagons with coke. At this time there were still about sixty beds of direct-fired retorts of various ages, some still in use, along the western boundary. These were coaled manually from ground-level sidings. An installation of 80 'Type A' G-W continuous vertical retorts was commissioned in December 1914, it had a capacity of 2,520,000 cu.ft./day. By 1949 the demand for gas from the Undertaking had increased from 12 to 17 million Therms per annum. Gas Production ceased in June 1973 but continued to provide a butane additive to the supply to reduced dependence on the national gas system. Plated cylindrical gasholder of 1881 supported by a double tier of 16 cast-iron Doric columns. (A Guide to the Industrial Archaeology of South East Wales, AIA, 2003) B.A.Malaws, RCAHMW, 11 August 2005. The gasworks were visible on the 1880 to 1994 OS maps.",English Description
305477,305477,"A Tender from the Menai Bridge Gas Works advertised Carnarvon and Denbigh Herald 11th June 1859 required the construction of a gasworks to include “1st.—For the Iron Work of the Apparatus, including the Erection, with the Retort-bed, also the supplying and laying of the Gas Main Pipes, exclusive of excavating in the streets. 2ndly. For the Buildings and Tanks complete. 3rdly. For the excavating of the Trenches in the Streets for the Cast Iron Gas Pipes.”. A gas company called the Menai Bridge Gas and Coke Company was formed in 1859. The gasworks was built on land which became known as Gasworks Field, the contractors were believed to W. C. Holmes of Huddersfield, who listed it as a town they had built a gasworks. On the 9th of August 1873, the business was offered for sale as a ""working plant” by the Menai Bridge Gas & Coke Company. It included “one Gasometer, one Purifier, three Retorts, Governor, the whole of the excellent service pipes, etc., etc. The works are conveniently situated, commodious, in good. order, and include a capital Dwelling House for the Gasman. The average consumption of gas is close upon 1,000,000 feet per annum” The North Wales Chronicle and Advertiser for the Principality, 26th July 1873. In 1881	the company had a Capital £1,950. From 1885, the gasworks supplied Menai Bridge with gas to light the streets at night, initially in winter only. In 1886 Robert Algeo CE obtained a Provisional Order to maintain and continue gasworks, and to make and supply gas to Menai Bridge and other places in the parish of Llaudysilio, the capital not to exceed about £8000 The North Wales Chronicle 15th May 1886), on obtaining the order he took over the undertaking. On the 12th February 1897 the undertaking was acquired by the Holyhead & North Wales Gas & Water Corporation Ltd. from Robert Algeo. for £3,500. Quoted elsewhere as 16th April 1896 for £4,537.) In 1898 the gasworks engineer was R. Alger, and it was producing 1,250,000 cu.ft. of gas from 195 tons of coal. The arrangement shown on the 1899 OS was unchanged in 1913. In 1949 the annual gas production was 7m cu.ft.. In 1952 the “Gas World Year Book”, showed that   Menai Bridge was manufacturing 7 m cu.ft. of gas using horizontal retorts. W. H. James was the manager. In the year 1952 a bulk supply was being received from Bangor as part of a minor integration scheme which also involved Bethesda and Beaumaris and the gasworks closed.  The gasworks were visible on the 1888 to 1971 OS maps.",English Description
305056,305056,"The following tender advert was placed in the Welshman newspaper of the 4th September 1868, “LAMPETER GAS WORKS. TO BUILDERS AND OTHERS. PARTIES desirous of TENDERING for Building j. Work, can see the Plan and Specification at the Office of Mr J. W. Szlumper, Aberystwyth, where sealed Tenders, endorsed Lampeter Gas Works, are to be sent not later than Saturday, the 19th inst. September 3rd, 1868.” The Lampeter gas works were built in 1869: coal was brought to the works by the newly constructed Manchester and Milford Railway. Gas was later produced by the ""Lampeter, Llandysul, Tregaron and Aberaeron Gas Company"" implying that gas was distributed widely.  J. T. B. Porter & Co. of Lincoln listed 'Aberaeron' among the towns where they had built complete gas works. The advert containing this list was published in 1878. The company placed an advert to lease the gasworks in July 1877 (South Wales Daily News, 9th July 1877). In 1883 The Lampeter, Llandysul, Tregaron & Aberayron Gas Company, had authorised capital of £2,000, in 1881 it had made 14 cp gas from 91 tons of coal. (The Cardiff Times 20th January 1883). In 1898, the engineer/manager of the gasworks was Evan Thomas and the secretary John Lloyd, at which point they were making 747,000 cu.ft. of gas from 90 tons of coal. In 1908 Mr. Evan Thomas was the manager of the Lampeter Gas Works. In 1949 the Lampeter, Llandysul, Tregaron & Aberayron Gas Company was producing 11m cu.ft. at the gasworks in Lampeter, K. E. Tiddy was the Engineer, General Manager & Secretary. Vested in the Wales Gas Board from the Lampeter, Llandysul, Tregaron and Aberaeron Gas Company. In 1952 the “Gas World Year Book”, showed that Lampeter was manufacturing 14 m cu.ft. of gas using horizontal retort plant. W. M. Young was the manager. The Lampeter gasworks closed in 1958, when gas was then supplied through an extension of the South Wales Gas Grid. A plan held in the NGGA dated 1967, but probably earlier, shows the site to consist of a retort house, engine house, purifier, main tar well, workshops and stores. Mess room, test room, garage, stores, No.1 and No.2 gasholders. The gasworks were visible on the 1887 to 1974 OS maps.",English Description
301649,301649,"The Porthcawl Gaslight & Coke Co. Company was formed 1867. J. T. B. Porter & Co. of Lincoln listed Porthcawl among the towns where they had built complete gas works. The advert containing this list was published in 1878. “The tender of the Porthcawl Gas Company for erecting 23 lamps and maintaining gas, lighting at dusk, and extinguishing at 11 p.m. every evening, at £4 19s 6d per lamp per annum (the lamps at the expiration of the five years to become the property of the board) was accepted” (The Cardiff Times 16th September 1893). The South Wales Daily News of 23rd of February 1899 reported “NEW GAS-MAKING APPLIANCES FOR PORTHCAWL. The directors of the Porthcawl Gas Company have decided to extend their works, and called in Mr S. J. H. Willey, gas engineer, of the firm of Willey and Co., who have offices at Cardiff, to advise them thereon. Acting under this gentleman's recommendation, they have decided to have new purifiers, new condensers, new scrubber, and an additional setting of five retorts, with all the necessary connections, which work they have entrusted to the firm of Willey and Co., civil and gas engineers of London, Exeter, Plymouth, Swansea, and Newport”.  The manager of the Porthcawl Gasworks, Mr. William Collins was appointed the manager of the gasworks at Coquimbo, Chile in 1910.  In 1912 the company sought powers in the 1913 Session to dissolve and reincorporate as the Porthcawl & District Gas & Electricity Company, to establish Electricity Works and to repeal powers of the Llynvi Valley Gas Act 1868 as far as they relate to gas supplies to Newton Nottage. The Porthcawl and District Gas Company was purchased c1915 by the Council in Porthcawl, that year the respected gas engineer Mr Ferguson Bell was to examine the works on behalf of the council to suggest improvements. In 1923 a Tully gas plant of a capacity 200,000 cu.ft./day was included in a list of such plants supplied by Tully Gas Plants Ltd., Newark, between 1919 and September 1923.  Porthcawl and District Gas Co. The gasworks were rail served by a spur from the nearby GWR Porthcawl Branch.  In September 1933, an installation of three Glover-West continuous vertical retorts was put to work, 'Type E' retorts 50"" x 25'long with a capacity 270,000 cu.ft./day. The annual gas production was then less than 45m. The three new retorts were each independent settings whose output could vary from 50,000 cu.ft. to 100,000 cu.ft./day each; they shared two producers. The brickwork of the retort house was brought out to conceal the steel frame, and the gables were stepped, S. Walker was Gas Engineer & Manager when the plant was built. In 1952 the “Gas World Year Book”, showed that Porthcawl was manufacturing no gas although it was still shown as having vertical retort, it was purchasing 3 m cu.ft. of town gas and 106 cu.ft. coke oven gas. H. Short was the engineer and manager. In 1973 it was noted that Porthcawl still had a gas-powered lighthouse at the end of the Porthcawl Breakwater, operated by Ogwr Borough Council. The gasworks were visible on the 1880 to 1988 OS maps. 
The undertakings records are held at the Glamorgan Archives.",English Description
