ResourceID,Associated_Monuments,NPRN,Community,Description,Description_Type,ENTER_BY,ENTRYDATE,External_Identifier_Type,External_Source,Geometry,KMSQ,LASTUPDATE,Location_Accuracy,Mapsheet,Name_Type,NMRW_Cultural_Period,NMRW_Evidence,NMRW_External_XRef,NMRW_Heritage_Resource_Type,NMRW_Name,NMRW_RCAHMW_Class,Notes,Old_County,OSGB_Grid_Reference,Possible_Evidence,Possible_Period,Possible_RCCLASS,Possible_Type,Preference_Type,Preferred_Period,Relationship_type,Type Note,Unitary_Authority,UPD_BY,ResourceID
705093,,705093,Rhayader,"Small Industrial Estate E of Rhayader Town Centre, off the A44 main road",English Description,MP,,,,POINT (-3.5070779 52.296448),SN9767,,Grid reference taken at a central point within extensive site or complex,SN96NE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"East Street Enterprise Park, Rhayader",,,Radnorshire,SN9732067550,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Radnorshire,MP,4cb7d03b-41c6-4490-94e6-714d0ea3c656
705094,,705094,Crickhowell,"Group of industrial units next to the A40 main road, SE of Crickhowell",English Description,MP,,,,POINT (-3.131 51.854246),SO2217,,Grid reference taken at a central point within extensive site or complex,SO21NW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Elvicta Business Park, Crickhowell",,,Breconshire,SO2220017900,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Breconshire,MP,43c207eb-de25-4a53-b23c-ff1d74806585
705095,,705095,Tonyrefail,"Rhondda Cynon Taf Council Building, Williamstown",English Description,MP,,,,POINT (-3.4359093 51.602746),ST0090,,Grid reference taken at a central point within extensive site or complex,ST09SW,No preference,20th Century,Documents,,LOCAL GOVERNMENT OFFICE,"Rhondda Cynon Taf Council Building, Williamstown",,,Glamorgan,ST0065090300,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,c2a6e766-3f51-4669-b58f-5bfc9823393e
705096,,705096,Queensferry,Industrial Estate N of Sandycroft,English Description,MP,,,,POINT (-2.996983 53.201297),SJ3367,,Grid reference taken at a central point within extensive site or complex,SJ36NW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Engineer Park, Sandycroft",,,Flintshire,SJ3350067600,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Flintshire,MP,38e299da-d732-44d4-8f65-45070d94aabd
705097,,705097,Buckley,"Industrial Estate on the site of the former Ewloebarn Brick Works, S of the A494, Mold Road",English Description,MP,,,,POINT (-3.082729 53.187964),SJ2766,,Grid reference taken at a central point within extensive site or complex,SJ26NE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Ewloe Barn Industrial Estate, Alltami",,,Flintshire,SJ2775066200,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Flintshire,MP,39587899-0e9f-49f1-ba90-1b6985d6fb73
705098,,705098,Pentyrch,"Industrial Estate N of Morganstown, Cardiff",English Description,MP,,,,POINT (-3.2629974 51.537745),ST1282,,Grid reference taken at a central point within extensive site or complex,ST18SW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Fairfield Industrial Estate, Taff's Well",,,Glamorgan,ST1250082850,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,1e2d7db0-3d23-4bcb-bfcf-cae5e997dd7b
705099,,705099,Llanfihangel Ystrad,"Two small units W of A482, Felinfach",English Description,MP,,,,POINT (-4.1515121 52.179458),SN5255,,Grid reference taken at a central point within extensive site or complex,SN55NW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,Felinfach Enterprise Park,,,Cardiganshire,SN5299055650,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Cardiganshire,MP,ea5dfbc7-b54a-41b7-b26c-51346785c1e8
705100,,705100,Nash,"Industrial Estate S of Stephenson Street, Newport",English Description,MP,,,,POINT (-2.975287 51.568769),ST3285,,Grid reference taken at a central point within extensive site or complex,ST38NW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Felnex Industrial Estate, Newport",,,Monmouthshire,ST3250085995,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Monmouthshire,MP,75068735-77f0-495f-8fe6-30b2eb413cae
705101,,705101,Cockett,Large Industrial Estate W of Swansea,English Description,MP,,,,POINT (-3.9914982 51.644091),SS6295,,Grid reference taken at a central point within extensive site or complex,SS69NW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Fforestfach Industrial Estate, Swansea",,,Glamorgan,SS6230095800,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,c1837b96-be14-44a7-80a6-f0fd786ded8d
705102,,705102,Llanystumdwy,Mixed forestry & agricultural land,English Description,MP,,,,POINT (-4.2809878 52.921987),SH4638,,Grid reference taken at a central point within extensive site or complex,SH43NE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Food Park, Llanystumdwy",,,Caernarfonshire,SH4675038500,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Caernarfonshire,MP,bea97a49-ad4b-439d-9b07-fd179ba38ef0
705103,,705103,Coychurch Lower,"Former Ford engine manufacturing plant, Waterton, Bridgend",English Description,MP,,,,POINT (-3.5397774 51.493074),SS9378,,Grid reference taken at a central point within extensive site or complex,SS97NW,No preference,20th Century,Documents,,FACTORY,"Ford, Bridgend",,,Glamorgan,SS9320078250,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,02d856b0-606c-4110-ac7c-d243a69ca9de
705104,,705104,Whitchurch,"Industrial Estate W of Coryton, Cardiff",English Description,MP,,,,POINT (-3.2512549 51.530183),ST1381,,Grid reference taken at a central point within extensive site or complex,ST18SW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Forest Farm Industrial Estate, Cardiff",,,Glamorgan,ST1330081995,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,a131ed39-3b69-4014-be31-a4d519d4b4ef
705105,,705105,Hay,Industrial Estate S of Hay-on-Wye,English Description,MP,,,,POINT (-3.1247869 52.070543),SO2341,,Grid reference taken at a central point within extensive site or complex,SO24SW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Forest Road Enterprise Park, Hay-on-Wye",,,Breconshire,SO2300041950,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Breconshire,MP,e6f46165-e9d6-48a8-97f8-d0b2796e6115
705106,,705106,Treherbert,Commercial forestry area N of Treherbert,English Description,MP,,,,POINT (-3.5271809 51.676227),SS9498,,Grid reference taken at a central point within extensive site or complex,SS99NW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Forestry Land, Treherbert",,,Glamorgan,SS9450098600,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,08ca1287-530e-49f4-8654-56cdee2d1f97
705107,,705107,Bangor,Facility for storage & maintenance of Crosvill bus fleet serving the Bangor area,English Description,MP,,,,POINT (-4.1207061 53.233521),SH5872,,Grid reference taken at a central point within extensive site or complex,SH57SE,No preference,20th Century,Documents,,DEPOT,"Former Crosville Bus Depot Site, Bangor",,,Caernarfonshire,SH5855072820,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Caernarfonshire,MP,87977f96-1fcd-4904-a04c-4a701fc0581a
705108,,705108,Aberdare,"Site of former Goods Yard and Town Gas Works, Robertstown",English Description,MP,,,,POINT (-3.4055869 51.719557),SO0003,,Grid reference taken at a central point within extensive site or complex,SO00SW,No preference,19th Century,Documents,,GOODS YARD,"Former Goods Yard, Robertstown, Aberdare",,,Glamorgan,SO0300003250,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,601d733a-900c-4160-abb8-7f52d58d148c
705109,,705109,Llanelly,Industrial units NE of Gilwern,English Description,MP,,,,POINT (-3.0812775 51.82729),SO2514,,Grid reference taken at a central point within extensive site or complex,SO21SE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Former HGV Training Site, Gilwern",,,Monmouthshire,SO2558014850,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Monmouthshire,MP,85ea678f-8029-4e3b-82b4-e4f697c13892
705110,,705110,Blaenavon,Industrial Estate SW of Blaenafon,English Description,MP,,,,POINT (-3.0970099 51.770049),SO2408,,Grid reference taken at a central point within extensive site or complex,SO20NW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Gilchrist Thomas Industrial Estate, Blaenafon",,,Monmouthshire,SO2440008500,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Monmouthshire,MP,ecf96c0f-9d47-41db-8cee-974c7d1542ec
705111,,705111,Llanelly,"Industrial Estate NE of Gilwern, on the grounds of the former WWII era US Army Hospital",English Description,MP,,,,POINT (-3.0810196 51.828641),SO2515,,Grid reference taken at a central point within extensive site or complex,SO21NE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Gilwern Industrial Estate, Gilwern Park",,,Monmouthshire,SO2560015000,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Monmouthshire,MP,1b701637-c2fd-4a23-beea-072ccccc8aab
705112,,705112,Pwllheli,Industrial Estate W of Pwllheli,English Description,MP,,,,POINT (-4.4042251 52.890784),SH3835,,Grid reference taken at a central point within extensive site or complex,SH33NE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Glan y Don Industrial Estate, Pwllheli",,,Caernarfonshire,SH3835035300,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Caernarfonshire,MP,a48bff99-5471-4a3b-9133-2fd364855b68
705113,,705113,Rhyl,Industrial Estate SW of Rhyl,English Description,MP,,,,POINT (-3.4978318 53.310401),SJ0080,,Grid reference taken at a central point within extensive site or complex,SJ08SW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Glanmorfa Industrial Estate, Rhyl",,,Denbighshire,SJ0030080320,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Denbighshire,MP,2b17a06d-e81d-4729-9164-e97f984d60f9
705114,,705114,Ruthin,Livestock market building NW of Ruthin,English Description,MP,,,,POINT (-3.3238093 53.119005),SJ1158,,Grid reference taken at a central point within extensive site or complex,SJ15NW,No preference,20th Century,Documents,,LIVESTOCK MARKET,"Glasdir, Ruthin",,,Denbighshire,SJ1150058800,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Denbighshire,MP,4d2430df-7c61-4eac-88fe-2235d4a741c3
705115,,705115,Queensferry,Industrial Estate SE of Queensferry,English Description,MP,,,,POINT (-3.0104751 53.202082),SJ3267,,Grid reference taken at a central point within extensive site or complex,SJ36NW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Glendale Business Park, Sandycroft",,,Flintshire,SJ3260067700,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Flintshire,MP,04fa33ff-c2c8-4228-9499-93eae8e17776
705116,,705116,Penmaen,Industrial Estate NE of Oakdale,English Description,MP,,,,POINT (-3.1630296 51.688491),ST1999,,Grid reference taken at a central point within extensive site or complex,ST19NE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Glynderw Business Park, Oakdale",,,Monmouthshire,ST1970099500,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Monmouthshire,MP,5e0893f7-e173-4dab-83ab-4cbc3b9e4972
705117,,705117,Dowlais,Industrial Estate on the former site of the Dowlais Iron Works complex,English Description,MP,,,,POINT (-3.3582385 51.757879),SO0607,,Grid reference taken at a central point within extensive site or complex,SO00NE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Goatmill Road Industial Estate, Merthyr Tydfil",,,Glamorgan,SO0635007450,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,259313d6-5426-49e8-951f-9167e61f8c9d
705118,,705118,Abercynon,"Industrial unit E of Abercynon, adjacent to the A470 trunk road",English Description,MP,,,,POINT (-3.3208976 51.645009),ST0894,,Grid reference taken at a central point within extensive site or complex,ST09SE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Gooding Sanken, Abercynon",,,Glamorgan,ST0870094850,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,5d7db61a-8bb9-4b6e-976f-a440c5a10649
705119,,705119,Penmaenmawr,"Land S of Penmaenmawr, identified for possible development",English Description,MP,,,,POINT (-3.9167775 53.263767),SH7275,,Grid reference taken at a central point within extensive site or complex,SH77NW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Graiglwyd Road, Penmaenmawr",,,Caernarfonshire,SH7225075800,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Caernarfonshire,MP,359699f3-23e5-45ce-8531-fb52e474f368
705120,,705120,Neyland,Industrial Estate N of Neyland,English Description,MP,,,,POINT (-4.953273 51.718802),SM9606,,Grid reference taken at a central point within extensive site or complex,SM90NE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Great Honeyborough, Neyland",,,Pembrokeshire,SM9610006360,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Pembrokeshire,MP,7ee7708f-e6e8-47cf-b2c3-0ff485165b17
705121,,705121,Hay,Industrial Estate SE of Hay-on-Wye,English Description,MP,,,,POINT (-3.1240237 52.069202),SO2341,,Grid reference taken at a central point within extensive site or complex,SO24SW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Green Field Industrial Estate, Hay-on-Wye",,,Breconshire,SO2305041800,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Breconshire,MP,a91edb0b-c350-4230-a3db-db83d6d36588
705122,,705122,Holywell,"Industrial Estate E of Holywell, site split by railway line",English Description,MP,,,,POINT (-3.2013782 53.288406),SJ2077,,Grid reference taken at a central point within extensive site or complex,SJ27NW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Greenfield Business Park, Holywell",,,Flintshire,SJ2001077500,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Flintshire,MP,2b320aac-2aa0-4af0-ac7e-beff97b795f9
705123,,705123,Holywell,Open countryside SW of Holywell,English Description,MP,,,,POINT (-3.2090268 53.288328),SJ1977,,Grid reference taken at a central point within extensive site or complex,SJ17NE,No preference,20th Century,Documents,,LANDSCAPE,Greenfield Valley,,,Flintshire,SJ1950077500,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Flintshire,MP,da6fa4f8-6585-4d5a-8278-3530831ffb9b
705124,,705124,Penrhyndeudraeth,"Industrial Estate N of the A487 road, Penrhyndeudraeth",English Description,MP,,,,POINT (-4.0643217 52.933144),SH6139,,Grid reference taken at a central point within extensive site or complex,SH63NW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Griffin Industrial Estate, Penrhyndeudraeth",,,Merionethshire,SH6135039300,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Merionethshire,MP,f7c7d2ad-534f-4b4f-b990-cf4218a2900a
705125,,705125,Conwy,"Agricultural land, E of Llandudno Junction",English Description,MP,,,,POINT (-3.7896555 53.289567),SH8078,,Grid reference taken at a central point within extensive site or complex,SH87NW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Gwaenfynydd Farm, Llandudno Junction",,,Caernarfonshire,SH8080078450,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Caernarfonshire,MP,ed46fa01-0a7d-4792-885b-02a747aa6999
705126,,705126,Redwick,Freight distribution facilities SW of Magor,English Description,MP,,,,POINT (-2.8628234 51.572842),ST4086,,Grid reference taken at a central point within extensive site or complex,ST48NW,No preference,20th Century,Documents,,DEPOT,"Gwent Euro Park, Newport",,,Monmouthshire,ST4030086350,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Monmouthshire,MP,b6b6cb27-313d-4445-a3b3-1ba26f65ca9b
705127,,705127,Margam Moors,Industrial Estate next to Port Talbot Docks,English Description,MP,,,,POINT (-3.7811736 51.588122),SS7689,,Grid reference taken at a central point within extensive site or complex,SS78NE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Harbourside Business Park, Port Talbot",,,Glamorgan,SS7670089200,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,d47d4994-ba47-4d62-8090-73724168c1bd
705128,,705128,Penarth,"Public open space, Penarth Marina",English Description,MP,,,,POINT (-3.1813074 51.44553),ST1872,,Grid reference taken at a central point within extensive site or complex,ST17SE,No preference,20th Century,Documents,,PUBLIC PARK,"Haven, Penarth",,,Glamorgan,ST1800072500,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,0aaacd8d-683a-4bc8-95a1-1a2b52489da6
705129,,705129,Broughton and Bretton,"Industrial Estate N of Broughton, W of Broughton Airfield",English Description,MP,,,,POINT (-2.9919219 53.176619),SJ3364,,Grid reference taken at a central point within extensive site or complex,SJ36SW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,Hawarden Industrial Park,,,Flintshire,SJ3380064850,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Flintshire,MP,0f9c1ab0-dfc0-4bcd-a111-a15236dcf760
705130,,705130,Maesycwmmer,Industrial Estate W of Pontllanfraith,English Description,MP,,,,POINT (-3.211291 51.653834),ST1695,,Grid reference taken at a central point within extensive site or complex,ST19NE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Hawtin Park Industrial Estate, Ponllanfraith",,,Monmouthshire,ST1630095700,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Monmouthshire,MP,13d89555-7438-45d9-8829-d5981d2f1827
705131,,705131,Rhymney,Industrial Estate W of Rhymney,English Description,MP,,,,POINT (-3.3004435 51.763478),SO1007,,Grid reference taken at a central point within extensive site or complex,SO10NW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Heads of the Valleys Industrial Estate, Rhymney",,,Glamorgan,SO1035008000,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,acf97ad6-261e-4944-a9bd-51f8cf385c97
705132,,705132,Llandrindod Wells,"Industrial Estate N of Llandrindod Wells, E of A483",English Description,MP,,,,POINT (-3.3710945 52.252252),SO0662,,Grid reference taken at a central point within extensive site or complex,SO06SE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Heart of Wales Business Park, Llandrindod Wells",,,Radnorshire,SO0650062450,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Radnorshire,MP,1f6cb649-8d6b-4b50-abf4-4ff0ac9fb067
705133,,705133,Maesteg,Industrial Estate NW of Maesteg,English Description,MP,,,,POINT (-3.6694944 51.613143),SS8491,,Grid reference taken at a central point within extensive site or complex,SS89SW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Heol Ty Gwyn Industrial Estate, Maesteg",,,Glamorgan,SS8450091800,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,0a57c394-8671-4594-b1da-734dffddcaf0
705134,,705134,Maerdy,Industrial Estate W of Ferndale,English Description,MP,,,,POINT (-3.4690759 51.668426),SS9897,,Grid reference taken at a central point within extensive site or complex,SS99NE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Highfield Industrial Estate, Ferndale",,,Glamorgan,SS9850097650,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,08509d89-a983-4c44-88d7-9e0667b3fe31
705135,,705135,Rhigos,"Industrial Estate W of Hirwaun, on the site of the former Royal Ordnance Factory",English Description,MP,,,,POINT (-3.545441 51.745226),SN9306,,Grid reference taken at a central point within extensive site or complex,SN90NW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,Hirwaun Industrial Estate,,,Glamorgan,SN9340006300,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,11e75309-51b1-46cd-91f2-26afbbedce71
705136,,705136,Holywell,Agricultural land S of Holywell,English Description,MP,,,,POINT (-3.2387088 53.277237),SJ1776,,Grid reference taken at a central point within extensive site or complex,SJ17NE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Holway Road, Holywell",,,Flintshire,SJ1750076300,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Flintshire,MP,a035488f-e9dc-4036-bea7-736d9fa7b2a3
705137,,705137,Llandysul,Small Industrial Estate in Horeb,English Description,MP,,,,POINT (-4.3402764 52.058153),SN3942,,Grid reference taken at a central point within extensive site or complex,SN34SE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,Horeb Business Park,,,Cardiganshire,SN3965042560,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Cardiganshire,MP,3b791d05-cd99-404d-9bee-4d68791900f9
705138,,705138,Hawarden,"Industrial Estate W of A494, Queensferry",English Description,MP,,,,POINT (-3.0178101 53.195728),SJ3267,,Grid reference taken at a central point within extensive site or complex,SJ36NW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Interlinq Trade Park, Queensferry",,,Flintshire,SJ3210067000,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Flintshire,MP,207aaf1e-de99-4584-ac5e-3703be337bef
705139,,705139,Builth,"Small Industrial Estate S of A483, on the W edge of Builth Wells",English Description,MP,,,,POINT (-3.4154109 52.148691),SO0350,,Grid reference taken at a central point within extensive site or complex,SO05SW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Irfon Industrial Estate, Builth Wells",,,Breconshire,SO0325050990,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Breconshire,MP,a2c0e8cd-d683-46f4-82fa-c76b348c4517
705140,,705140,Ynysawdre,"Public open space on the site of the former Tondu Ironworks, NPRN 34119",English Description,MP,,,,POINT (-3.6003286 51.547925),SS8984,,Grid reference taken at a central point within extensive site or complex,SS88SE,No preference,20th Century,Documents,,PUBLIC PARK,"Iron Park, Tondu",,,Glamorgan,SS8913084440,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,4573ba2a-2397-43f2-996e-3eb72723e4b1
705141,,705141,Ruabon,"Agricultural land S of A539, Ruabon",English Description,MP,,,,POINT (-3.0441428 52.98245),SJ2943,,Grid reference taken at a central point within extensive site or complex,SJ24SE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"James's Farm, Ruabon",,,Flintshire,SJ2999543300,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Flintshire,MP,6aa58b5b-4c82-4351-98bf-f771e7e20921
705142,,705142,Coedffranc,"Industrial Estate N of A483, E of Swansea",English Description,MP,,,,POINT (-3.872133 51.623574),SS7093,,Grid reference taken at a central point within extensive site or complex,SS79SW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Jersey Marine, Swansea",,,Glamorgan,SS7050093300,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,9f82f2c5-6756-42f9-b7f4-834fd4e50609
705143,,705143,Coedffranc,Village SW of Llandarcy,English Description,MP,,,,POINT (-3.8637283 51.630003),SS7194,,Grid reference taken at a central point within extensive site or complex,SS79SW,No preference,Multiperiod,Documents,,VILLAGE,"Jersey Marine Village, Swansea",,,Glamorgan,SS7110094000,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,53254cb1-53a5-41de-9888-16877d48d336
705144,,705144,Victoria,Location of former industrial site. Land now developed for housing,English Description,MP,,,,POINT (-2.9791649 51.58137),ST3287,,Grid reference taken at a central point within extensive site or complex,ST38NW,No preference,20th Century,Documents,,INDUSTRIAL SITE,"Johnsey Trading Estate, Newport",,,Monmouthshire,ST3225087400,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Monmouthshire,MP,cd2823fa-e307-4d21-84c6-fdfb3919a6c3
705145,,705145,Pendoylan,Agricultural land identified for possible development,English Description,MP,,,,POINT (-3.3574219 51.512861),ST0580,,Grid reference taken at a central point within extensive site or complex,ST08SE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Junction 34, M4, Northside, Miskin",,,Glamorgan,ST0590080200,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,8eb013fb-15a6-4b08-9ed0-a4b6e6f3a857
705146,,705146,Pencoed,Agricultural land N of M4 identified for possible development,English Description,MP,,,,POINT (-3.5088123 51.515058),SS9580,,Grid reference taken at a central point within extensive site or complex,SS98SE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Junction 35, M4, Bridgend",,,Glamorgan,SS9540080650,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,943639d6-b775-45d1-ab71-71cc47ea7344
705147,,705147,Margam,Land N of Eglwys Nunydd Reservoir (NPRN 414947) identified for possible development,English Description,MP,,,,POINT (-3.739953 51.567159),SS7985,,Grid reference taken at a central point within extensive site or complex,SS78NE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Junction 38, M4, Margam",,,Glamorgan,SS7950086800,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,cdf0746c-840e-4f20-8daf-0b73c20806f1
705148,,705148,Blaenavon,"Industrial Estate NW of Blaenafon, built on reclaimed spoil tips",English Description,MP,,,,POINT (-3.0957025 51.775906),SO2409,,Grid reference taken at a central point within extensive site or complex,SO20NW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Kays & Kears Industrial Estate, Blaenafon",,,Monmouthshire,SO2450009150,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Monmouthshire,MP,08e3b997-0429-4370-81d5-557b7d88fae9
705149,,705149,Bodelwyddan,"Industrial Estate, N of A55, W of Bodelwyddan",English Description,MP,,,,POINT (-3.515865 53.268641),SH9975,,Grid reference taken at a central point within extensive site or complex,SH97NE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Kinderplex Park, Bodelwyddan",,,Denbighshire,SH9900075700,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Denbighshire,MP,199c413d-e993-4fef-9d65-3fba1554d9cc
705150,,705150,Pembroke Dock,"Industrial Estate, S of A4139, E of Pembroke Dock",English Description,MP,,,,POINT (-4.9225581 51.6916),SM9803,,Grid reference taken at a central point within extensive site or complex,SM90SE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Kingswood Trading Estate, Pembroke Dock",,,Pembrokeshire,SM9810003250,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Pembrokeshire,MP,12437da6-adcb-4c9f-9cde-1d575b661e89
