NUMLINK,ResourceID,Description,Description_Type
710130,710130,"A gasworks was marked on the 1880 OS map at this location but not the 1901 OS map. An article suggested an oil gasworks was built at the Viaduct works “VEGETABLE OIL GAS. —W\J have heard that a new light, derived from vegetable oil, now used with success at the other works of Mr. Kennard, instead of coal gas, will shortly be introduced into the viaduct works at this place. The light is said to be more brilliant than that of gas, though not cheaper.” (Monmouthshire Merlin 24th February 1854). Kennard owned the Viaduct Iron works and was a partner in the Blaenavon and Falkirk works and was responsible for building the Crumlin Viaduct an iron rail bridge adjacent the works. An obituary for Thomas Dodd of Engineering contractor of Crumlin from 1893, stated he had owned a private gasworks in Crumlin, he was the father of Augustus Dodd. His gasworks may have been the first gasworks in Crumlin (Pontypool Free Press and Herald of the Hills 2nd June 1893)",English Description
710131,710131,"A gasometer was present on 1880 OS map and marked as gasworks on the 1901 OS map. Still visible on 1920 OS map but gone by 1953 OS map. The 1/2,500 O.S. map of 1920 shows a small ""gas works"" immediately north of the Crumlin Viaduct. It was contained within a rectangular compound and had a single holder of about 40 feet diameter. The two small buildings seem inadequate for gas production, rather than local storage. This may have been a private works for the nearby Pritchard's Brewery. In 1901 The village is lighted with gas by the Abercarn Gas Co. as well as from other works which are private property, in the same year Augustus Dodd was described as owner of the Navigation inn, colliery owner & gas works proprietor on Pontypool Road. A Stoker from the Crumlin Gasworks were mentioned in an article from 1907 (Evening Express 10th April 1907). An obituary for Thomas Dodd of Engineering contractor of Crumlin from 1893, stated he had owned a private gasworks in Crumlin, he was the father of Augustus Dodd. His gasworks may have been the first gasworks in Crumlin (Pontypool Free Press and Herald of the Hills 2nd June 1893)",English Description
710132,710132,"The gasworks at Cwmavon are believed to have been built between 1844 and 1850. Formation of the Cwm Avon Gas & Water company following the Cwm Avon Gas & Water Order of 1885. In 1892 the gasworks were transferred to the Wright, Butler & Co. the proprietors of the Cwm Avon Works in 1898 with J. Rees as Manager and Secretary. They took over the former Cwm Avon Works in 1889 but relinquished it in 1902 when their business was (at least in part) was taken over by Baldwins Ltd. In 1900 the annual gas production was 3,863,100cu.ft. of 15.5cp gas (14 prescribed) from 400 tons of coal, the company had five miles of gas mains and the Manager & Secretary was J. Rees. (The Gas and Water Companies' Directory and Statistics 1900). In 1902 the business was purchased by the Local Authority, believed at that time to be the Cwm Avon District Council. Mr. D. M. Davies of Neath took over as the Manager. By 1915 the owners had become Neath Rural District Council. 1922 (about) The undertaking was taken over by Port Talbot. The gasworks were visible on the 1882 to 1957 OS maps.",English Description
710133,710133,"The Cwmbran & Pontnewydd Gas Co. Ltd. was formed in 1874, although the date was given as 1876 in the Gas and Water Companies' Directory and Statistics 1900. These gasworks were operated by the Cwmbran & Pontnewydd Gas Co between 1876-1937. In 1883, J. C. Hill, was the Chairman. T. Dyne Steel, C. E., was the Engineer (as at Caldicot), J. Butcher was the Manager and C. A. Lonsdale was the Secretary. In 1900 the annual gas production was 12,500,000cu.ft. of 15cp gas from 1,250 tons of coal. W. P. James was the Chairman, T. H. White was the Engineer & Manager and W. Clark the Secretary, the company supplies gas to Cwmbran, Pontnewydd and Oakfields. (The Gas and Water Companies' Directory and Statistics).  By 1912 there was a CWG plant, built by R&J Dempster and carburetting on Benzol. In 1936 the works were acquired by the Pontypool Gas & Water Co. Ltd.; the agreement being signed on 10/1/1936. In 1938, a new 750,000 cu.ft. holder was commissioned. c.1942-43 A CWG plant was installed, and production resumed as necessary, supplies of coke oven gas from Blaenavon were uncertain and gas demand increased heavily during the war years. In 1946 an additional 8"" main was laid to Cwmbran from Pontypool Clarence Street. Soon this was extended to the new British Nylon Spinner's works at Mamhilad. The main was extended to Abercarn under a 1946 bulk-supply agreement. In 1949 the site area was 2,560 sq. yds. After Panteg (Pontypool) gasworks opened, Cwmbran's CWG plant was stand-by only. The gasworks were visible on the 1881 to 1895 OS maps. The 750,000cu.ft. tank was present until at least mid-late 80s.",English Description
710134,710134,"The Denbigh Gas & Water Company Ltd. Was formed in 1847 The gasworks were first marked on the 1875 OS town plan and 1:2500 map. Located to the North of Denbigh in an area called Fron, adjacent the London and North Western Railway – Vale of Clwyd branch line. The gasworks at this point had two gasholders. In 1881 the company had a capital £7,500. Arthur E. Turnour M.D. was the Chairman, F. J. Collingwood, the Manager and W. Vaughan Jones was the Secretary. In 1895 W. Vaughan Jones was the Manager. By 1899 a third gasholder had been added to the north of the site. In 1949 the company was owned by the Denbigh Gas & Coke Co.; the annual gas production was 37m cu.ft.. In 1952 the “Gas World Year Book”, recorded that Denbigh was manufacturing 45 m cu.ft. of gas using horizontal retort plant. C. Wyver was the engineer, manager, and secretary. The Denbigh gasworks closed in October 1958 following a supply of gas from the North Wales Gas Grid. By the 1967 OS map, the gasworks although still marked was no longer present, with a southern area of the site now containing an additional gasholder.  By 1982 both gasholders had been removed.  The gasworks were visible on the 1874 to 1987 OS maps.",English Description
710135,710135,"The gas works was designed and built by George Bower of St. Neots and was owned by the Ebbw Vale Steel, Iron & Coal Co. Usually the gas side of the business was styled as 'The Ebbw Vale Company Limited (Gas Department)'. It was first shown on the 1880 1:2500 OS map, marked as a gasworks, having two gasholders, it had not changed by 1901. In 1883, Thomas Henry was Manager. In 1904 W. D. Jones, was Engineer. The Annual gas production in 1915 was 62.7 m cu.ft. of 14cp gas from 6,206,406 tons of coal. Three holders of capacities 75,000 cu.ft., 45,000 cu.ft. and 112,000 cu.ft.. 16 miles of mains. 40 tons of sulphate made. Own siding into works. W. Valon Watson, Engineer & Manager. B. Northgraves, Secretary (The Gas and Water Companies' Directory and Statistics). The gasworks had expanded with an additional Gasholder to the south. Being owned by the steel works, now Richard Thomas & Baldwins Ltd., this gas works remained outside the provisions of the Gas Act for some years after 1949. By 1960, the gasworks were no longer marked but the gasholders were still present. Ebbw Vale Company Bower Ironworks and town, later the Ebbw Vale Steel, Coal & Iron Co. Ltd, finally Richard Thomas & Baldwins Ltd. Entirely supplied with Coke Oven Gas when handed over to WGB.  The gasworks were visible on the 1888 to 1965 OS maps.",English Description
710136,710136,"The gas works was designed and built by George Bower of St.Neots and was owned by the Ebbw Vale Steel, Iron & Coal Co. Usually the gas side of the business was styled as 'The Ebbw Vale Company Limited (Gas Department)'. It was first shown on the 1880 1:2500 OS map, marked as a gasworks, having two gasholders, it had not changed by 1901. In 1883, Thomas Henry was Manager. In 1904 W.D.Jones, was Engineer. The Annual gas production in 1915 was 62.7 m ft3 of 14cp gas from 6,206,406 tons of coal. Three holders of capacities 75,000 ft3, 45,000 ft3 and 112,000 ft3. 16 miles of mains. 40 tons of sulphate made. Own siding into works. W. Valon Watson, Engineer & Manager. B. Northgraves, Secretary (GWD&S). The gasworks had expanded with an additional Gasholder to the south. Being owned by the steel works, now Richard Thomas & Baldwins Ltd., this gas works remained outside the provisions of the Gas Act for some years after 1949. By 1960, the gasworks were no longer marked but the gasholders were still present. Ebbw Vale Company Bower Ironworks and town, later the Ebbw Vale Steel, Coal &  Iron Co.Ltd, finally Richard Thomas & Baldwins Ltd. Entirely supplied with Coke Oven Gas when handed over to WGB.  The gasworks were visible on the 1880  to 1965 OS maps.",English Description
710137,710137,"The Ferndale Gas Company dates back to 1875, when their somewhat extensive gasworks were being constructed for the supplying of the town and the district of Ferndale with gas. The works were designed by Mr J. L. Cocker, the eminent gas engineer of Merthyr Tydfil, and were nearly complete in July 1875. The gasworks were located close to the railway, and below the level of the adjacent district. (South Wales Daily News 31st July 1875). In 1878 Mr Lewis David was Chairman, Mr J. Edwards Price Secretary, Mr J. L. Cocker was the Engineer. The gasworks were managed by Mr W. Rankin until his death in 1897, after which his son Richard took over as manager of the gasworks. In February 1907, Mr Joseph Sprague was secretary of the Ferndale Gas Company Ltd, and reported that new purifiers had been installed, however, the surveyor reported that the works lacked sufficient gas storage and this need to be remedied to provide a secure gas supply (The Rhondda Leader 16th February 1907). A Mr Franks was the manager in 1908. The Ferndale Gas Act of 1916 was submitted to provide further powers to the Ferndale Gas Company. The company was trading as the Ferndale Gas Company Limited in 1923. Gasworks marked on the 1900 OS map, original gasholder visible on 1900 and 1921 OS maps, but replaced by a new gasholder on the 1956 OS map but gone by 1983.  The records of the Ystrad & Ferndale Gas Company held by the Glamorgan Archives date back to 1868.",English Description
710138,710138,"In 1899 the Fishguard Water & Gas Act went through Parliament. The 1900 North Pembrokeshire Water & Gas Act empowered the N. Pembrokeshire Company (a Preston promotion) to build a gasworks at Goodwick and supply Goodwick and Fishguard with water and gas. The site was near Goodwick Bridge, roughly halfway between Fishguard and Goodwick, where the modern Fishguard Harbour was being constructed. On 8/10/1903 part of Wind Hill Farm was conveyed by Pembrokeshire Estates Ltd. and Midland Trust Ltd. to the North Pembrokeshire Gas Co. Freehold, £682-10-0d. “Fishguard's latest addition to its public works will be the opening of the new gas works next month (May). Official circulars draw attention to the many advantages of gas as a clean and effective illuminant and a handy means of cooking the family “vitals” to a turn. As showing its popularity numerous residents are ordering the service. One advantage to intending consumers is the offer by the Gas Company to fit houses with pipes, brackets, pendants, and gas stove free of charge the only condition being that you place your pennies in the slot of the meter and the coins cover the total cost of fittings and gas (The County Echo, 28th April 1904). Mr Petty, late of the St David's Gas Works, has been promoted to the managerial position at the Fishguard gasworks of the same company, which was recently vacated by Mr F W Collier (The County Echo 30th July 1908). The gas company was later owned by the Cardigan & Fishguard Gas Co. Ltd. Cardigan & Fishguard Gas Order 1941. The company was acquired by Carmarthen gas undertaking in 1947. In 1952 the “Gas World Year Book”, recorded that Fishguard was manufacturing 9 m cu.ft. of gas using horizontal retort plant. E. Gittins was the manager. The Fishguard gasworks closed in 1959, when gas was then supplied through an extension of the South Wales Gas Grid. The site boundaries were ill-defined, and the larger holder was partly outside. A very remote location for most of its life.  The gasworks were visible on the 1906 to 1989 OS maps.",English Description
710139,710139,"The Gas Company was formed in 1852. In 1876 there was the Flint Gas & Water Co's Act. In 1881 the Capital was £6,404. Richard Muspratt, Chairman. W. Richardson, Manager. Thomas Gleave, Secretary. On the 31st July 1931 the Holywell & Flint Gas Order transferred the Flint Gas & Water Co. Ltd. to the British Gas Light Co. The site was 1.75a on the southwest side of the Flint to Holywell Road. £14,780 including 27 and 31 Holywell Road. In 1932	the BGL laid a 6"" welded steel main from Flint to Bagillt, which was already supplied from Greenfield gas works, Holywell. In 1933-35 the BGL built a new IVCO retort house and improved Greenfield works in other ways. The 6"" steel main was then completed to Greenfield, enabling production at Flint to cease c.1935. The holders were retained. Vested in the Wales Gas Board from the British Gas Light Company Ltd (Holywell and Flint Station).  The Flint gasworks closed in April 1955 following a supply of gas from the North Wales Gas Grid.  The gasworks were visible on the 1870 to 1994 OS maps.",English Description
710140,710140,"Ystrad Gas and Water Company built a second gasworks at Porth. Not Present 1885 OS Map, but substantial gasworks built by 1900 OS map. The company was taken over by the Rhonda UDC in 1898. This was the ""No.2 Gas Station"" of the Ystrad Gas & Water Company, built in 1875-76. The Company, whose office was then at Merthyr Tydfil, invited tenders on 15/2/1875: - Contract No.1. A Gasholder tank 62' diameter, the gasholder, Boundary Walls and all buildings, and the supply and fitting of all Apparatus, with 6"" and 8"" Connexions, requisite in the construction of such Gasworks. Contract No.3. (No.2 was missing from the advert or merged with No.1) Laying about 10,000 yards of Street Mains. The Engineer was John Lees Cocker of the Merthyr Tydfil gas works. (Jnl. Gas Lighting, February 1875). A gasholder with cast-iron tank, made for Tunbridge Wells in 1864, was re-erected at Porth in 1883. The Company was purchased by the Rhondda UDC, who took control on 31/3/1898. Octavious Thomas was placed in charge at the same time. Porth was by then the major works.  A tender advertised in the South Wales Daily News of the 16th of May 1900, requested the following “Contract No. 7. Installation of Mr W. R. Chester's 'Regenerator Furnaces. with all the necessary ironwork, at Porth Gasworks. Contract No. 8.—One Steel Cornish Boiler, 16 feet 4 inches long and 4 feet 6 inches diameter, with all necessary fittings, See., at Porth Gasworks.”. The Council purchased the stables of the (horse) Tramway Company in 1903 and as they were not required by the electric tramways half an acre was added to the one acre of the adjacent Porth gasworks. A tender which appeared in the Rhondda Leader (14th July 1906) required “The Council is prepared to receive Tenders for the Supply and Erection of a, Condenser, Washer, Scrubber, and Two Purifiers at the Porth Gas Works. The Drawings and Specifications may be seen, and Forms of Tender supplied upon application to Mr. Octavius Thomas, Engineer and Manager. Gas and Water Offices, Pentre, Rhondda”. Another tender was issued in 1910 (Rhondda Leader 25th June 1910) for “Tenders for a Steel Tar and Liquor Tank, Scrubber, and Two Purifiers, for their Porth Gas Works. Plans and Specifications MAY BE SEEN, and Forms of Tender obtained upon application to Mr. Octavius Thomas, the Engineer and Manager, Gas and Water Offices, Pentre, Rhondda”. Inclined retorts were later installed, and the ex-stables site used for purifiers. In 1912, O. Thomas read a paper ""Repairs to a Leaky Gasholder Tank"", this being the 2-lift column guided holder in a cast-iron tank. It was again out of action in 1920 (see Gas Journal 1/11/1922). The problems were due to colliery subsidence. In 1952 the “Gas World Year Book”, showed that Rhondda purchased 650m cu.ft. of gas Coke Oven gas and E. Jones was the engineer and manager. 1974 There was a single 3-lift column-guided holder in a steel tank. The railway alongside had been lifted. No further changes by 1982.  The gasworks were visible on the 1898 to 1993 OS maps.",English Description
710141,710141,"The Llynfi valley gas company built a gasworks in 1868, Part of their network was within of the area of Glyncorrwg Urban District Council, which the council proposed to purchase in 1899. The council purchased land for a gasworks immediately east of Duffryn Rhondda Colliery, built on land which had been vacant in 1899. In 1901 Glyncorrwg Urban District Council obtained their Act to purchase the gas mains. These gasworks may have been known as Cymmer gasworks at that time, as it was the place that it was nearest to. In 1902 a conveyance of one acre, from Ebenezer Lewis and Others to Glyncorrwg UDC for £300 freehold. 30/12/1902. 	A further 0.4 acres of freehold land were added by an exchange with T. E. Lewis and William Lewis in 1908. Jones and Reeves reported that the extension of the Western South Wales Grid allowed these works to close c1951. In 1957 most of the site (1.03 acres) adjoining the Duffryn Rhondda Colliery was sold to the National Coal Board for £100. The Wales Gas reserved a right-of-way. The undertakings records are held at the Glamorgan Archives.  The gasworks were visible on the 1914 to 1972 OS maps.",English Description
710142,710142,"Gowerton Gas Undertaking was established c. 1908 to provide gas to the Gowerton area, “The gas works' enterprise, which has so long been talked of, is making small strides towards its completion. The plant is being imported piecemeal, so that the villagers are looking forward to plenty of gas” The Cambrian 31st January 1908.  A charge of Embezzlement reported against a Henry, William Ibbotson, who formerly carried out the secretarial duties in connection with the Gowerton branch of the Gas Stokers' Union, suggests a gasworks may have existed before 1908 (The South Wales Daily Post 26th April 1893). In 1909 it was known as the Gowerton and District Gas Company (The Cambrian 26th March 1909). There was a Gowerton Gas Bill before Parliament in 1909 (The Merthyr Express 4th December 1909). The manager of the gas Company was a Mr Vanstone. The original gasworks consisting of two gasholders and a retort house. The gas was original supplied to Gowerton only, but were later extended to Kingsbridge, Lower Gorseinon and Loughor. Herbert Sutcliffe, a Yorkshireman became the manage in 1914. In 1928, the Thomas Family of Fern Hill, took a major financial interest in the gas undertaking. The gasworks are first marked on the 1913 OS map, by 1959 a new gasholder had been built. The control of the gas undertaking passed to the UKGC before it was vested in the Wales Gas Board from the Gowerton Gas Company. In 1952 the “Gas World Year Book”, recorded that Gowerton was manufacturing 56 m cu.ft. of gas using horizontal retort plant. A. Pickard was the engineer and manager. The Gowerton gasworks closed in 1955.  By 1966, the site was marked as disused although two gasholders remained. The site was cleared in 1975. By 1976 only a governor kiosk was marked on the site.  The gasworks were visible on the 1913 to 1974 OS maps. The company records of the Gowerton Gas Company are held by the West Glamorgan Archive Service.",English Description
710143,710143,"A tidal arm of the Western Cleddau which formed the southern boundary of this triangular site was navigable when the gasworks were originally constructed. An advert in the Cambrian from 12th December 1835 read “HAVERFORDWEST GAS-WORKS. NOTICE is hereby given, that the Commissioners for the improvement of Haverfordwest are ready to receive PROPOSALS FOR ERECTING THEIR GAS-WORKS. Sealed Tender* to be delivered before twelve o'clock at noon of the 22nd instant. Plans and Specifications may be seen on application to EDWIN OCT. TREGELLES, Civil Engineer, at the Castle-Inn, Haverfordwest. Dated Neath, 5th of the 12th month, 1835.  In 1836 the Haverfordwest Gas Bill was going through parliament, however it had to be taken back to the town as there was confusion and unhappiness about whether tenants or landlord would have to pay the gas rates (The Cambrian 13th June 1835). In 1836 Neath Abbey Ironworks supplied gas plant to the Haverfordwest Gas Company, items included wrought iron work for the gasholder, iron roof for the retort house, tar cistern and iron pipework. In 1854 Mr. Ebenezer Gibbon was the superintendent of the Haverfordwest Gas Works (The Pembrokeshire Herald and General Advertiser, 1st September 1854). In 1858 (18th June), The Welshman reported “HAVERFORDWEST GAS WORKS. -Several very important alterations are now about being carried out at the Gas Works. Purifiers on a larger scale and or improved construction will be substituted for the old ones, together with other improvements, at an expenditure of about five hundred pounds.”.  The gasworks were selling tar at Three Pence per gallon, or Three Shillings per barrel in 1862 (Haverfordwest and Milford Haven Telegraph 16th April 1862). A new gas tank (gasholder) was reported to have been built in 1865. 1872 The Haverfordwest Gas & Highway Commissioners invited tenders for 50 tons of surplus tar, and for about 20,000 gallons of Ammoniacal Liquor which would be produced at their works during 1872. Joseph Gibbon was Manager of the Gas Works. (JGL 16/1/1872). In 1883 The Haverfordwest Corp. Gas Dept., had authorised loans of £10,000, and in 1881 had produced 10.5m cu.ft. of 15 cp gas from 1000 tons of coal. (The Cardiff Times 20th January 1883).   The Cardiff Times (6th March 1886) reported “HAVERFORDWEST GAS EXPLOSION. —An explosion of gas took place on Saturday morning in Dew-street, where some drainage works are being done. A gas main was injured by some blasting operations, and the gas escaped, and was ignited. Every effort was made to subdue the flames but without effect, and it was found necessary to cut off the supply at the gas works.”  Mr Joseph Gibbon was the Haverfordwest borough surveyor and manager of the Haverfordwest gasworks in 1890.  The Evening Express of 1901 reported that the principal gasholder at Haverfordwest Gasworks had collapsed plunging half of the town into darkness.  According to a report in the Pembrokeshire Herald and General Advertiser 20th December 1901, it was replaced later that year “The new gasholder at the Haverfordwest Gas Works has now been brought into use and rate- payers and gas consumers in the town are hoping that the result will be seen, not only in an improved supply of gas, but in an improvement in its quality”. In 1913 a spiral guided holder is to be built by Thomas Piggott & Co., Birmingham and J. Gibbon was the Gas Manager. In 1919 Haverfordwest Gas Committee decided to recommend an expenditure of £ 4,000 on the reconstruction of the gas works, following the employment of a new manager (Haverfordwest and Milford Haven Telegraph 18th June 1919). In 1952 the “Gas World Year Book”, recorded that Haverfordwest was manufacturing 39 m cu.ft. of gas using horizontal retort plant. A.L. Thomas was the engineer and manager. A Vesting Agreement with Haverfordwest Corporation in 1960.  The gasworks were visible on the 1878 to 1974 OS maps.",English Description
710144,710144,"The Hawarden Gas & Coke Company Ltd. formed in 1864. In 1871 Ordnance Survey shows the gasworks due north of Hawarden Castle. In 1881 John Morris, was the Manager and T. M. Wyatt the Secretary. In 1884 the company were advertising for a Gas Man “WANTED by the Directors of the Hawarden Gas Co., a GAS MAN, to fulfil the duties of Stoker, changing of purifiers, and all other work in the yard, service laying and lamp-lighting. Must be steady, and thoroughly understand the manufacture of Gas, with clay retorts. Wages, 25s. per week, with cottage and garden, coals, and gas. Apply, with copies of testimonials, to THOMAS M. WYATT, Secretary Gas Co., Hawarden, Flintshire.” (Flintshire Observer, 10th January 1884). In 1895 John Jones was Manager & Secretary. In 1945 The Company was buying gas in bulk from Connah's Quay. Both concerns were controlled by North Cambrian Holdings Ltd., of Queensferry.  Vested in the Wales Gas Board from the Hawarden Gas and Coke Company Ltd. The Hawarden gasworks closed in March 1955 following a supply of gas from the North Wales Gas Grid. An additional large gasholder had been built by 1964. The gasworks were visible on the 1869 to 1992 OS maps.",English Description
710145,710145,"In the 1851 census the manager of the gasworks was Thomas Morgan. In 1881 and 1891 Andrew Lane was the manager of the gasworks, Mr. Andrew Lane came to Hay in 1865 to take over the management of the Hay Gas and Coke Works, and he held the position of manager for 38 years. In 1911 John Gibbon was the manager of the gasworks, Mr John Gibbon, was manager of the Hay Gas Works for a number of years, he left Hay to take up a more remunerative position at Ebbw Vale in 1917. Mr Gibbon came to Hay in succession, to the late Mr Lane. Vested in the Wales Gas Board from the Hay Gas and Coke Company. In 1952 the “Gas World Year Book”, recorded that Hay on Wye was manufacturing 8 m cu.ft. of gas using horizontal retort plant. A. E. Breeze was the engineer and manager. By Nationalisation the gasworks consisted of Two small gasholders and a single retort house, with three other lean-to brick-built sheds as well as the manager’s house.   The gasworks were visible on the 1887 to 1964 OS maps.",English Description
710146,710146,"Formation of The Hengoed Gas & Water Co. Ltd. was formed in 1877.  The South Wales Daily News from 7th December 1877, reported “OPENING OF THE HENGOED GASWORKS. On Thursday the new gas works at Hengoed gasworks were formally opened. The works, which are near the Maesyewmnier Factory, will produce about 4,000 feet of gas per hour. Mr Willey and Co., Engineering Works, Exeter, put up the gas apparatus, Mr Lane being the foreman. Mr Gould. of Newport, Monmouthshire, did the gas fittings. The masonry was done by Mr W. Jones, Hengoed. At the opening ceremony, Mr Lewis, the chairman, made a few remarks, and led Mrs Perrott (of Hengoed Hall) to the meter-house, where that lady performed the act of turning on the gas, and the works were declared opened.” In 1884 the annual gas production was 1m cu.ft.. of 14cp gas from 140 tons of coal. 40 consumers. Gas price 5/6d., public lamps charged 50/- each. P. Whyte, Manager. I. Jones, Secretary. Also supplies Fleur-de-Lis and Pengam. In 1898 the Hengoed Gas and Water Company Ltd was amalgamated with other companies to form the Rhymney & Aber Valleys Gas & Water Co. Ltd. under an act of parliament of this name. The new Company took gas from the Bargoed coke ovens of the Powell Duffryn company starting October 1907. Hengoed was on the route of the new main from Bargoed to Caerphilly and the works probably ceased gasmaking at an early date. The undertakings records are held at the Glamorgan Archives, through the Rhymney & Aber Valleys Gas & Water Co. Ltd.  The gasworks were visible on the 1895 to 1973 OS maps.",English Description
710147,710147,"The Aberdare Times reported on the 26th of April 1866 “THE NEW GAS WORKS. —We are glad to find that this newly erected and useful establishment is doing its work well. The article supplied is a good one, and if our Hirwain friends will but continue in their present good course in this respect and take Care the price is not heightened by a want of good management, they will though we blush to make the statement—set an example to some of their immediate neighbours.” Suggestion the gasworks were built c1866. The gasworks were designed and built by George Bower of St. Neots. A letter was read from Mr John Aubrey, secretary of the Hirwain Gas and Coke Company, stating, with reference to the complaints of the lamps not being lit at the time stipulated, that it was owing to the changing of the retorts. Those nights were, however, light, and no complaints were made by the Hirwain people. With regard to the price, the company undertook to supply gas at the same rate as the Olu Company, viz., £ 3 3s. per lamp per annum; but owing to competition they were now supplied under the price of fair competition. £3 3s. per lamp was less than places of equal size were supplied for, and the Hirwain Company could not afford to lower the price. They hoped those explanations would be satisfactory to the Board. (The Aberdare Times 24th September 1870). In 1877 the Aberdare Board of Health complained “Hirwain Gas Company put out the public lamps at half-past 12, a time when they were most wanted, the gas-holder being too small to meet the requirements.” (South Wales Daily News 19th January 1877).  Mr D. Davies, who died in 1904, was the working manager of the Hirwain Gas Works for a great number of years. This position is now held by his son, Mr D. J. Davies (The Aberdare Leader 24th December 1904).  Mr. D. J. Davies was manager from 1899 till at least 1910. “The Hirwain Gas Company is promoting a scheme on an extensive scale, whereby all house- holders can be supplied with gas at their respective houses, together with cooking stoves, which undoubtedly will prove a great boon to the working-classes. Gas exhibitions and cookery lectures have been given by Miss Lilian Miles (1st class diplomee National Union) at the Victoria Hall, to appreciative audiences.” (The Aberdare Leader 4th May 1907). Mr John Aubrey was one of the founders of the Hirwain Gas Company, and was for many years secretary of that undertaking, died aged 86 in 1909. Present on the 1919 OS map. The Aberdare and Aberaman gas Act of 1916 allowed for the  purchase by agreement of undertaking works lands mains pipes and other works and property of the Hirwain Gas and Coke Consumers Company, whether this went ahead is unclear as the Hirwain company continued to operate until at least 1919 when  “Mr. D. J. Davies, secretary and manager of the Hirwain Gas Co., was appointed manager of the Haverfordwest Gas Works and of the proposed electric light undertaking ( Haverfordwest and Milford Haven Telegraph 9th April 1919). In 1919 Hirwain Gas Company invited the Council to enter negotiations for the purchase of the Gas Works undertaking. The fate of the gas supply is unclear whether the closed and supply abandoned or as the maps suggest it continued if supplied from elsewhere as the gasworks were visible in some form until the 1962 OS maps.",English Description
710148,710148,"The Wrexham and Denbighshire Advertiser and Cheshire Shropshire and North Wales Register from the 21st of October 1871 reported “LAYING THE FOUNDATION"" STONE OF THE NEW GAS WORKS. A short time ago a company was formed for the purpose of supplying the neighbourhood of Holt and Farndon with gas, and the shares were quickly bought up. The site fixed upon for the new works is in the quarry in Dee Lane, Holt, and they will be from the designs of Mr J. T. Hall, the engineer, of Prescott. Mr Robert Poole, Dawley, is the contractor for the ironwork, and Mr Lewis, mason, for the stonework, which is obtained from the quarry. There will be five retorts, and a holder 41 feet in diameter, retort house, purifying house, lime house, meter house, governor's house, and offices. The walls are already in some places about fifteen feet high, and the whole building is expected to be completed and ready to supply gas in December. Gas Company formed in 1871. In 1895 John Hughes was Manager of the Holt & Farndon Gas Co. Ltd. In 1911 the Holt Gas Company was in Liquidation (Possibly Holt, Norfolk?). In 1914 The Owners were A. and L. Crowther. Supplied Holt near Wrexham and Farndon, in Cheshire. The office was at ""Gas Works, Holt, Cheshire"" but the telegraphic address was ""Gas Works, Farndon, Cheshire"". In 1923 the annual gas production was 1.5m and the owner A. Crowther. In 1935 R. A. Crowther was the Owner & Manager. The annual gas production was 1.5m cu.ft. for 106 customers of whom 50 had slot meters. Three miles of mains. One holder, capacity 14,000 cu.ft.. 49 cookers, four gas fires and 20 public lamps in use. Price 9/10d. per thousand. There were no references in the Board of Trade or other returns for subsequent years. The gasworks were believed to have closed, and supply abandoned.  The gasworks were visible on the 1872 to 1953 OS maps.",English Description
710149,710149,"The original gas works was built by the Chester & Holyhead Railway Co. to light the Admiralty Pier, railway docks, warehouses cattle roads and yards.  In press from May, 1820, it was reported ""The magnificent pier at Holyhead was completed, together with the lighthouse, and illuminated with a peculiarly fine gas, extracted from oil."". Later, a compressed oil gas plant was built for the Kingstown steamers and, presumably, L&NWR carriage lighting. The Lighthouse noted as disused on earliest OS mapping.",English Description
710150,710150,"Holyhead Gas Works. Tender are required, on or before the 14th inst., for the Buildings and Ironwork connected with these Works, and Street Mains. Plans and Specifications on view at Mr. H. G. Hughes, Druggist, Holyhead. —Tenders to be addressed to Captain John Roberts, Chairman of the Holyhead Gas Committee, Holyhead. George Walcott, Engineer (The North Wales Chronicle and Advertiser for the Principality, 7th July 1855). The Holyhead Gas Company was formed in 1856, the founders included Hugh Griffiths Hughes, Druggist, Hugh Jones, Hatter, William Matthew, Surgeon, the Rev William Griffith, Independent Minister, Capt. John Roberts, Gent., John Lewis, Draper and Owen Pritchard, Ironmonger, all of Holyhead. The original coal gasworks stood between Old Station Road and the railway. The ironwork of the 1856 coal gasworks was supplied by W. C. Holmes, gas engineer of Huddersfield. In 1881, Hugh Williams was Chairman, E. M. James was Manager and James Lloyd, the Secretary. On the 20th July 1896. The Holyhead Gas Company was acquired by the Holyhead & N. Wales Gas & Water Corporation for £15,000 (The Corporation had been Registered on 9th March 1896). Holyhead remained the centre of the Corporation's business and was their largest works. A new gasholder was built by Clayton & Sons in 1923. In 1924 a H&G Water Gas plant of 200,000 cu.ft./day ordered. A WD continuous vertical plant ordered in 1931. A plan held in the National Grid Gas Archive dated 1953 but assumed pre-1924, shows 3 gasholders (one disused, a 2nd with a capacity of 54,000 cu.ft. and a 3rd of a capacity of 250,000 cu.ft., but this was on the new site. It also showed the retort house, exhauster house, condensers, scrubbers, meter, boiler house and proposed CWG plant. The plan showed that the purifiers were located on land on the opposite side of Old Station Road. The Holyhead gasworks closed in October 1957 following a supply of gas from the North Wales Gas Grid. The gasworks were visible on the 1887 to 1959 OS maps.",English Description
